PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,xRV Of Event (Count Ind),xRV of Event (Count Dep),RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,MaxHeight,MeasuredDuration,ContactPositionX,ContactPositionY,ContactPositionZ,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,GameUID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence,PlayID,SpinAxis3dTransverseAngle,SpinAxis3dLongitudinalAngle,SpinAxis3dActiveSpinRate,SpinAxis3dSpinEfficiency,SpinAxis3dTilt,SpinAxis3dVectorX,SpinAxis3dVectorY,SpinAxis3dVectorZ,SpinAxis3dSeamOrientationRotationX,SpinAxis3dSeamOrientationRotationY,SpinAxis3dSeamOrientationRotationZ,SpinAxis3dSeamOrientationBallAngleHorizontalAmb1,SpinAxis3dSeamOrientationBallAngleVerticalAmb1,SpinAxis3dSeamOrientationBallXAmb1,SpinAxis3dSeamOrientationBallYAmb1,SpinAxis3dSeamOrientationBallZAmb1,SpinAxis3dSeamOrientationBallAngleHorizontalAmb2,SpinAxis3dSeamOrientationBallAngleVerticalAmb2,SpinAxis3dSeamOrientationBallXAmb2,SpinAxis3dSeamOrientationBallYAmb2,SpinAxis3dSeamOrientationBallZAmb2,SpinAxis3dSeamOrientationBallAngleHorizontalAmb3,SpinAxis3dSeamOrientationBallAngleVerticalAmb3,SpinAxis3dSeamOrientationBallXAmb3,SpinAxis3dSeamOrientationBallYAmb3,SpinAxis3dSeamOrientationBallZAmb3,SpinAxis3dSeamOrientationBallAngleHorizontalAmb4,SpinAxis3dSeamOrientationBallAngleVerticalAmb4,SpinAxis3dSeamOrientationBallXAmb4,SpinAxis3dSeamOrientationBallYAmb4,SpinAxis3dSeamOrientationBallZAmb4,In Zone,Swing,Hit,In Shadow Zone,In Heart
27,2/7/25,09:44.1,2.0,6.0,,100000000000.0,Right,LSU_TIG,,100000000000.0,Right,CEN_ARK,Undefined,2.0,Top,1.0,3.0,2.0,Dropball,,StrikeSwinging,Strikeout,Undefined,Undefined,0.0,0.0,-0.3802,-0.311725656,67.58608,5.378698,-2.049167,1374.692011,5.983778,6:15,2.07619,0.66794,5.27485,-40.47912,-11.96461,-1.34165,2.12368,-0.74299,61.95892,-5.445599,-2.400903,0.38433,,,,,,,,,,,,0.65661,-14.04946,-1.09927,50.0,0.63139,3.46496,-101.2091,14.67773,0.65946,21.39564,-46.28456,LSU_TIG,CEN_ARK,LSUSoftball,D1,SEC,20250207-LSUSoftball-2,61d98310-e5b9-11ef-a81c-f96fdfcd56f7,98.07304,5.62716,,,,,,,,,2/8/25,09:44.1,2025-02-07T19:09:44.0990000-06:00,2025-02-08T01:09:44.0990000Z,,v3,,,,,100000000000.0,Right,LSU_TIG,f4413faa-fbfa-4951-ad28-6cb2d8aa1683,37.72389,-98.57977,10.69782,2.08565,8.98978,-23.14228,-0.66848,3.546,0.32973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.68416,,,0.885938,,,,-0.92766,5.55122,3.5945,45.12563,0.31673,37.22885,-0.90988,57.69369,-6.48443,5.58466,8.83452,-16.71558,3.58071,38.20105,-0.23621,High,High,High,,,High,Low,Low,e744eb9e-a6d0-4495-b662-c53819bd82c9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,0.0
28,2/7/25,10:12.6,3.0,1.0,,100000000000.0,Right,LSU_TIG,,100000000000.0,Left,CEN_ARK,Undefined,2.0,Top,2.0,0.0,0.0,Dropball,,StrikeCalled,Undefined,Undefined,Undefined,0.0,0.0,-0.06,-0.038869499,67.15317,5.458029,0.242213,1333.884904,358.988314,6:00,2.07097,0.94533,5.22389,-40.5279,-11.72131,0.22114,2.16783,1.11747,61.80609,-5.361863,0.300177,0.386294,,,,,,,,,,,,-0.14839,-13.73284,-0.89497,50.0,0.61343,-0.3991,-100.49025,14.73111,-0.14787,20.13448,-45.8604,LSU_TIG,CEN_ARK,LSUSoftball,D1,SEC,20250207-LSUSoftball-2,72cc0b20-e5b9-11ef-a81c-f96fdfcd56f7,97.57461,5.34708,,,,,,,,,2/8/25,10:12.5,2025-02-07T19:10:12.5507916-06:00,2025-02-08T01:10:12.5507916Z,,v3,,,,,100000000000.0,Right,LSU_TIG,f4413faa-fbfa-4951-ad28-6cb2d8aa1683,37.77526,-98.01027,10.06724,2.07999,9.08244,-22.9302,-0.94525,-0.41731,-0.07394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,70c995a1-2eb8-48c4-b83f-3e3ff267b0eb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
29,2/7/25,10:29.1,3.0,2.0,,100000000000.0,Right,LSU_TIG,,100000000000.0,Left,CEN_ARK,Undefined,2.0,Top,2.0,0.0,1.0,Dropball,,StrikeSwinging,Undefined,Undefined,Undefined,0.0,0.0,-0.12,-0.056472118,67.35709,4.646957,-2.146995,1294.117771,1.259888,6:00,2.12217,0.58148,5.15548,-39.62132,-10.79528,-0.25571,1.78346,-0.8055,61.89175,-5.921708,-2.213856,0.386424,,,,,,,,,,,,-0.51988,-12.86548,-1.03555,50.0,0.84347,3.7533,-100.93354,13.27807,-0.5197,21.16722,-45.03495,LSU_TIG,CEN_ARK,LSUSoftball,D1,SEC,20250207-LSUSoftball-2,7c9b55c0-e5b9-11ef-a81c-f96fdfcd56f7,97.5417,5.46534,,,,,,,,,2/8/25,10:29.1,2025-02-07T19:10:29.0612556-06:00,2025-02-08T01:10:29.0612556Z,,v3,,,,,100000000000.0,Right,LSU_TIG,f4413faa-fbfa-4951-ad28-6cb2d8aa1683,37.84347,-98.35111,10.58361,2.12826,7.78374,-22.51747,-0.58151,3.6899,-0.25985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,b1c0df4f-4152-45d5-aab9-86f952863121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,0.0
30,2/7/25,10:45.5,3.0,3.0,,100000000000.0,Right,LSU_TIG,,100000000000.0,Left,CEN_ARK,Undefined,2.0,Top,2.0,0.0,2.0,Dropball,,StrikeSwinging,Strikeout,Undefined,Undefined,0.0,0.0,-0.3802,-0.170912246,67.23086,4.302902,-2.381104,1384.749667,1.880931,6:00,2.1322,0.75423,5.0535,-40.58805,-11.42627,-0.40362,1.50081,-0.7984,61.69113,-6.494847,-2.486357,0.388668,,,,,,,,,,,,-0.48311,-12.93178,-1.25323,50.0,0.95119,4.14648,-100.80142,12.55357,-0.48004,21.61293,-45.0235,LSU_TIG,CEN_ARK,LSUSoftball,D1,SEC,20250207-LSUSoftball-2,8675c3f0-e5b9-11ef-a81c-f96fdfcd56f7,96.97858,5.53973,,,,,,,,,2/8/25,10:45.5,2025-02-07T19:10:45.5251276-06:00,2025-02-08T01:10:45.5251276Z,,v3,,,,,100000000000.0,Right,LSU_TIG,f4413faa-fbfa-4951-ad28-6cb2d8aa1683,37.94481,-98.18264,10.80647,2.14177,7.09819,-22.51175,-0.75433,4.08832,-0.24002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,bc558a77-7832-4846-8979-cced2acf8a37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,0.0
31,2/7/25,13:02.4,1.0,1.0,,100000000000.0,Right,CEN_ARK,,100000000000.0,Right,LSU_TIG,Undefined,2.0,Bottom,0.0,0.0,0.0,Dropball,,BallCalled,Undefined,Undefined,Undefined,0.0,0.0,0.055,0.034661478,67.19814,3.66395,1.226794,1232.912471,23.908225,6:45,1.70437,0.32854,4.76575,-36.36215,-7.21197,-3.52169,1.03238,0.82352,62.54205,-5.931634,0.314097,0.38859,,,,,,,,,,,,4.06421,-8.20544,-0.05639,50.0,0.70304,-2.55114,-100.43934,10.89961,4.09831,18.21961,-40.44832,LSU_TIG,CEN_ARK,LSUSoftball,D1,SEC,20250207-LSUSoftball-2,d80d3770-e5b9-11ef-a81c-f96fdfcd56f7,96.99793,4.65609,,,,,,,,,2/8/25,13:02.4,2025-02-07T19:13:02.4278348-06:00,2025-02-08T01:13:02.4278348Z,,v3,,,,,100000000000.0,Right,CEN_ARK,f4413faa-fbfa-4951-ad28-6cb2d8aa1683,38.23287,-98.28161,9.1098,1.71022,6.10936,-20.22416,-0.32978,-2.06578,2.04916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,9152099d-35cb-47b4-a884-7bb9f4df4069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
32,2/7/25,13:36.7,1.0,2.0,,100000000000.0,Right,CEN_ARK,,100000000000.0,Right,LSU_TIG,Undefined,2.0,Bottom,0.0,1.0,0.0,Changeup,,StrikeCalled,Undefined,Undefined,Undefined,0.0,0.0,-0.06,-0.047682132,49.95832,9.226499,-1.166652,996.723002,34.68163,7:15,1.6794,0.24506,5.31178,-57.87999,-4.84705,-4.43988,2.74925,-0.8636,45.44054,-6.305622,-2.325725,0.524136,,,,,,,,,,,,4.22126,-7.41756,-0.4713,50.0,-0.75535,1.14096,-74.19339,17.58158,2.27505,11.61306,-36.17171,LSU_TIG,CEN_ARK,LSUSoftball,D1,SEC,20250207-LSUSoftball-2,ec8a6ce0-e5b9-11ef-a81c-f96fdfcd56f7,71.91344,4.51778,,,,,,,,,2/8/25,13:36.6,2025-02-07T19:13:36.6523724-06:00,2025-02-08T01:13:36.6523724Z,,v3,,,,,100000000000.0,Right,CEN_ARK,f4413faa-fbfa-4951-ad28-6cb2d8aa1683,37.68555,-72.24017,5.80653,1.69011,11.4978,-18.08586,-0.24722,1.52361,1.13752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,23b10ad6-e916-4f79-bb9d-227033529b38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0
33,2/7/25,13:55.4,1.0,3.0,,100000000000.0,Right,CEN_ARK,,100000000000.0,Right,LSU_TIG,Undefined,2.0,Bottom,0.0,1.0,1.0,Curveball,,StrikeSwinging,Undefined,Undefined,Undefined,0.0,0.0,-0.12,-0.060386317,67.8676,3.602923,1.562128,1249.798298,39.148745,7:15,1.72805,0.42917,4.81224,-33.91002,-5.25398,-4.90099,1.21841,1.02355,62.79898,-5.380288,0.290906,0.385283,,,,,,,,,,,,5.64583,-6.21028,-0.07915,50.0,0.75095,-3.32911,-101.53912,10.61435,5.77806,19.68434,-38.5298,LSU_TIG,CEN_ARK,LSUSoftball,D1,SEC,20250207-LSUSoftball-2,f79c49a0-e5b9-11ef-a81c-f96fdfcd56f7,97.83061,5.06862,,,,,,,,,2/8/25,13:55.4,2025-02-07T19:13:55.3780000-06:00,2025-02-08T01:13:55.3780000Z,,v3,,,,,100000000000.0,Right,CEN_ARK,f4413faa-fbfa-4951-ad28-6cb2d8aa1683,38.18545,-99.22232,9.84217,1.73337,6.0795,-19.2649,-0.43095,-2.64904,2.88903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,673571b2-f382-4e9e-a11e-619ae415c0bc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,0.0
34,2/7/25,14:16.8,1.0,4.0,,100000000000.0,Right,CEN_ARK,,100000000000.0,Right,LSU_TIG,Undefined,2.0,Bottom,0.0,1.0,2.0,Dropball,,FoulBallNotFieldable,Undefined,Undefined,Undefined,0.0,0.0,-0.03,0.0,67.58011,5.098115,-0.834233,1264.694834,31.408385,7:00,1.60532,0.38777,4.64776,-37.3651,-8.05855,-5.40792,1.78712,-0.60072,62.28661,-4.741061,-2.228926,0.389631,,,,,,,,,,,,5.35925,-9.76343,-0.52669,50.0,0.31819,0.86141,-100.98078,13.52681,5.40965,19.88157,-42.02931,LSU_TIG,CEN_ARK,LSUSoftball,D1,SEC,20250207-LSUSoftball-2,045d35f0-e5ba-11ef-a81c-f96fdfcd56f7,96.73875,5.2935,,,,,,,,,2/8/25,14:16.8,2025-02-07T19:14:16.8240972-06:00,2025-02-08T01:14:16.8240972Z,,v3,,,,,100000000000.0,Right,CEN_ARK,f4413faa-fbfa-4951-ad28-6cb2d8aa1683,38.35092,-98.6606,9.94078,1.61057,8.62199,-21.01466,-0.38932,1.49272,2.70483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,345941f5-e93e-47ea-966d-7edf71392524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,1.0,0.0
35,2/7/25,14:40.0,1.0,5.0,,100000000000.0,Right,CEN_ARK,,100000000000.0,Right,LSU_TIG,Undefined,2.0,Bottom,0.0,1.0,2.0,Changeup,,BallCalled,Undefined,Undefined,Undefined,0.0,0.0,0.055,0.037192071,49.56955,10.648514,-2.572846,961.380479,26.482819,7:00,1.86256,0.20231,5.73723,-60.52019,-7.42902,-4.48347,3.56588,-1.78206,44.89449,-5.709845,-3.752161,0.524424,,,,,,,,,,,,3.81681,-10.77906,-0.74784,50.0,-1.02694,2.90798,-73.34668,19.81203,2.00909,11.39915,-37.84794,LSU_TIG,CEN_ARK,LSUSoftball,D1,SEC,20250207-LSUSoftball-2,1250fcf0-e5ba-11ef-a81c-f96fdfcd56f7,71.87398,4.67506,,,,,,,,,2/8/25,14:40.0,2025-02-07T19:14:39.9968076-06:00,2025-02-08T01:14:39.9968076Z,,v3,,,,,100000000000.0,Right,CEN_ARK,f4413faa-fbfa-4951-ad28-6cb2d8aa1683,37.26139,-71.33944,5.69957,1.87492,13.14754,-18.92397,-0.20464,3.26176,1.00455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,be6bee25-6d20-4c74-8f1a-db524531669a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
36,2/7/25,14:59.7,1.0,6.0,,100000000000.0,Right,CEN_ARK,,100000000000.0,Right,LSU_TIG,Undefined,2.0,Bottom,0.0,2.0,2.0,Riseball,,FoulBallNotFieldable,Undefined,Undefined,Undefined,0.0,0.0,-0.03,0.0,64.73922,6.996434,0.825164,1551.085681,111.761534,9:45,1.61838,0.39073,4.90909,-30.32832,1.34358,-1.26213,3.59222,0.81376,59.36879,-1.082774,0.497884,0.40505,80.22461,26.437792,-40.73369,1377.416693,78.78913,39.97492,-76.76072,245.36261,222.20446,-49.712522,3.25202,1.61618,-0.52976,-0.21146,50.0,-0.06904,-1.52943,-96.34256,15.55505,1.48854,17.76827,-32.66199,LSU_TIG,CEN_ARK,LSUSoftball,D1,SEC,20250207-LSUSoftball-2,1dec7c10-e5ba-11ef-a81c-f96fdfcd56f7,93.05627,5.37043,,,,41.66206,,2.60565,3.57317,-0.71059,2/8/25,14:59.7,2025-02-07T19:14:59.6970000-06:00,2025-02-08T01:14:59.6970000Z,,v3,,,,,100000000000.0,Right,CEN_ARK,f4413faa-fbfa-4951-ad28-6cb2d8aa1683,38.08783,-94.11998,8.88413,1.62117,11.46947,-16.33099,-0.39113,-1.34323,0.74427,126.062387,2.6055,79.83887,-17.1707,4.06543,-0.91265,0.16622,-0.01934,-9e-05,0.00024,3.57323,52.38524,-19.92821,1.61173,-0.29381,0.07771,-0.0258,0.00637,-0.00064,-0.71054,-68.75197,4.60362,-0.359,-0.00078,-0.00582,0.00606,-0.00129,6e-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,,07632937-214f-417a-854e-a156ade19211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,0.0
37,2/7/25,15:37.5,1.0,7.0,,100000000000.0,Right,CEN_ARK,,100000000000.0,Right,LSU_TIG,Undefined,2.0,Bottom,0.0,2.0,2.0,Curveball,,StrikeCalled,Strikeout,Undefined,Undefined,0.0,0.0,-0.3802,-0.226139049,68.21067,5.947698,-1.462101,1265.769449,23.004582,6:45,1.68488,0.2729,5.00342,-34.82903,-6.51221,-3.09606,2.59467,-0.91878,62.66168,-3.313175,-2.267336,0.382995,,,,,,,,,,,,2.72677,-8.26276,-0.56216,50.0,0.19206,2.24559,-101.78946,14.99233,2.79627,20.2239,-40.64739,LSU_TIG,CEN_ARK,LSUSoftball,D1,SEC,20250207-LSUSoftball-2,347c3dd0-e5ba-11ef-a81c-f96fdfcd56f7,98.41486,5.54899,,,,,,,,,2/8/25,15:37.5,2025-02-07T19:15:37.5030000-06:00,2025-02-08T01:15:37.5030000Z,,v3,,,,,100000000000.0,Right,CEN_ARK,f4413faa-fbfa-4951-ad28-6cb2d8aa1683,37.99374,-99.37539,10.11195,1.69207,10.14036,-20.32369,-0.27419,2.57938,1.39814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.37886,2.565545,1.572966,0.992578,-2.05981,2.36451,1.05873,-5.03374,3.90341,2.46041,49.20403,3.57931,33.15636,-4.98185,60.16819,-5.60551,3.98226,15.62108,-16.12257,2.46371,32.6041,-1.69412,High,High,High,,,High,Medium,High,cc2f9784-57f4-42d3-a308-88cb4436de12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0
38,2/7/25,16:08.9,2.0,1.0,,100000000000.0,Right,CEN_ARK,,100000000000.0,Right,LSU_TIG,Undefined,2.0,Bottom,1.0,0.0,0.0,Fastball,,BallCalled,Undefined,Undefined,Undefined,0.0,0.0,0.055,0.034661478,68.59625,7.769481,-0.848047,1367.206053,13.466577,6:30,1.73933,0.33868,5.05974,-36.23128,-8.24449,-2.15264,3.70393,-0.38134,62.96004,-1.831777,-1.407928,0.380757,,,,,,,,,,,,1.97425,-10.61008,-0.5051,50.0,-0.16046,1.26023,-101.92245,18.51891,2.04206,19.36224,-43.14848,LSU_TIG,CEN_ARK,LSUSoftball,D1,SEC,20250207-LSUSoftball-2,4739e8f0-e5ba-11ef-a81c-f96fdfcd56f7,98.99348,5.63621,,,,,,,,,2/8/25,16:08.9,2025-02-07T19:16:08.9400000-06:00,2025-02-08T01:16:08.9400000Z,,v3,,,,,100000000000.0,Right,CEN_ARK,f4413faa-fbfa-4951-ad28-6cb2d8aa1683,37.9383,-99.60473,9.68112,1.74718,13.35391,-21.57424,-0.33961,1.50467,1.02103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,5b5f82b8-5c22-459e-a926-c34e1628e425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0
39,2/7/25,16:25.7,2.0,2.0,,100000000000.0,Right,CEN_ARK,,100000000000.0,Right,LSU_TIG,Undefined,2.0,Bottom,1.0,1.0,0.0,Changeup,,BallCalled,Undefined,Undefined,Undefined,0.0,0.0,0.055,0.059995278,48.36244,8.834386,-1.811669,1010.888789,14.735325,6:30,1.73448,0.17512,5.45266,-63.13299,-7.06638,-2.29969,2.09177,-1.15935,44.17432,-8.152431,-2.414909,0.538919,,,,,,,,,,,,1.74311,-9.62123,-0.55574,50.0,-0.68658,2.086,-71.95813,17.11806,0.88215,11.05447,-37.04315,LSU_TIG,CEN_ARK,LSUSoftball,D1,SEC,20250207-LSUSoftball-2,514e52e0-e5ba-11ef-a81c-f96fdfcd56f7,69.94081,4.18812,,,,,,,,,2/8/25,16:25.7,2025-02-07T19:16:25.6965964-06:00,2025-02-08T01:16:25.6965964Z,,v3,,,,,100000000000.0,Right,CEN_ARK,f4413faa-fbfa-4951-ad28-6cb2d8aa1683,37.54605,-70.01877,5.52723,1.74649,10.61934,-18.52158,-0.1762,2.24076,0.44108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,9e7d2255-4f14-422a-a284-4fb67113f41c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
40,2/7/25,16:45.4,2.0,3.0,,100000000000.0,Right,CEN_ARK,,100000000000.0,Right,LSU_TIG,Undefined,2.0,Bottom,1.0,2.0,0.0,Curveball,,StrikeCalled,Undefined,Undefined,Undefined,0.0,0.0,-0.06,-0.060724975,67.95658,5.071322,-0.030402,1291.492519,28.504945,7:00,1.67796,0.18558,5.16481,-34.76179,-6.7089,-4.03988,2.01306,-0.1704,62.8337,-4.210714,-1.087406,0.381206,,,,,,,,,,,,4.2604,-8.21434,-0.16783,50.0,0.34385,-0.42494,-101.54423,13.52184,4.372,19.29028,-40.60358,LSU_TIG,CEN_ARK,LSUSoftball,D1,SEC,20250207-LSUSoftball-2,5cedf0b0-e5ba-11ef-a81c-f96fdfcd56f7,98.87675,5.12288,,,,,,,,,2/8/25,16:45.4,2025-02-07T19:16:45.3640000-06:00,2025-02-08T01:16:45.3640000Z,,v3,,,,,100000000000.0,Right,CEN_ARK,f4413faa-fbfa-4951-ad28-6cb2d8aa1683,37.83309,-99.20596,9.64514,1.6846,8.6001,-20.30179,-0.18722,0.10501,2.186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,5cd01f3c-89b4-4fb8-9120-56a3253da728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,1.0
41,2/7/25,17:06.0,2.0,4.0,,100000000000.0,Right,CEN_ARK,,100000000000.0,Right,LSU_TIG,Undefined,2.0,Bottom,1.0,2.0,1.0,Screwball,,BallCalled,Undefined,Undefined,Undefined,0.0,0.0,0.055,0.099768096,64.78806,3.028439,0.404986,2246.339248,146.259485,11:00,1.63901,0.44702,5.21146,-29.17978,1.65717,-0.53555,1.13169,0.65948,59.76053,-4.84159,0.264497,0.399675,,,,,,,,,,,,0.71169,1.28441,-0.35742,50.0,0.76621,-0.74769,-97.12846,8.85435,0.66282,18.76564,-30.97782,LSU_TIG,CEN_ARK,LSUSoftball,D1,SEC,20250207-LSUSoftball-2,69460910-e5ba-11ef-a81c-f96fdfcd56f7,94.30771,5.02752,,,,,,,,,2/8/25,17:06.0,2025-02-07T19:17:06.0460000-06:00,2025-02-08T01:17:06.0460000Z,,v3,,,,,100000000000.0,Right,CEN_ARK,f4413faa-fbfa-4951-ad28-6cb2d8aa1683,37.78402,-94.73889,9.38282,1.64255,4.90971,-15.48891,-0.44725,-0.66329,0.33141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,b0e6a60e-85af-47fd-b400-7fbc2f27d254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
42,2/7/25,17:24.5,2.0,5.0,,100000000000.0,Right,CEN_ARK,,100000000000.0,Right,LSU_TIG,Undefined,2.0,Bottom,1.0,3.0,1.0,Curveball,,BallCalled,Walk,Undefined,Undefined,0.0,0.0,0.39687,0.19095823,67.49146,7.701708,0.047842,1368.926187,12.229613,6:30,1.7487,0.19369,5.34191,-34.86274,-6.55933,-1.57378,3.74463,0.09281,62.27001,-1.60741,-0.364796,0.382905,,,,,,,,,,,,1.68811,-8.78386,-0.17368,50.0,-0.18744,-0.27222,-100.22626,18.15854,1.70046,17.66629,-41.02221,LSU_TIG,CEN_ARK,LSUSoftball,D1,SEC,20250207-LSUSoftball-2,7441c5c0-e5ba-11ef-a81c-f96fdfcd56f7,98.43816,5.22145,,,,,,,,,2/8/25,17:24.5,2025-02-07T19:17:24.4690000-06:00,2025-02-08T01:17:24.4690000Z,,v3,,,,,100000000000.0,Right,CEN_ARK,f4413faa-fbfa-4951-ad28-6cb2d8aa1683,37.65609,-98.02633,8.83314,1.75572,13.05017,-20.51111,-0.19439,-0.06047,0.85023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,76db1594-49df-481b-8c40-6a0a0436bd4f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0
